iso3,iso2,admin1_id,admin2_id,iu_id,location,site_id,longitude,latitude,georeliability,location_type,survey_type,year,age_start,age_end,hk_examined,hk_positive,hk_perc_highinfection,hk_perc_moderateinfection,asc_examined,asc_positive,asc_perc_highinfection,asc_perc_moderateinfection,tt_examined,tt_positive,tt_perc_highinfection,tt_perc_moderateinfection,quality,sn,hk_prevalence,asc_prevalence,tt_prevalence,sth_prevalence,shortest,id,src,dst
TZA,TZ,4789.0,46480.0,46480.0,bukwimba,59777.0,32.608002,-3.3371501,3,,,2004.0,,,60,47,,,60,0,,,60,0,,,2,15664,0.7833333333333333,0.0,0.0,0.7389937106918238,14429.833184077046,71,71,71
TZA,TZ,4801.0,46564.0,46564.0,bulamba,59844.0,33.089008,-2.056107,3,,,0.0,,,146,4,,,146,0,,,146,1,,,3,15801,0.0273972602739726,0.0,0.0068493150684931,0.0321310593158828,15190.049685098167,72,72,72
TZA,TZ,4797.0,46525.0,46525.0,bulamba,,33.62526,-2.1405183,3,school,mapping,2017.0,11.0,15.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36842,0.0,0.0,0.0,0.0,0.0,73,73,74
TZA,TZ,4797.0,46525.0,46525.0,bulamba,59525.0,33.62526,-2.1405183,3,,,0.0,,,31,0,,,31,0,,,31,0,,,3,15714,0.0,0.0,0.0,0.0,0.0,74,74,73
TZA,TZ,4797.0,46525.0,46525.0,bulendabufwe,,33.3933783,-2.0713,3,school,mapping,2017.0,11.0,15.0,30,2,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36843,0.0666666666666666,0.0,0.0,0.0628930817610062,5537.246799441148,75,75,75
TZA,TZ,4801.0,46559.0,46559.0,bulikinda,59647.0,32.9174517,-2.5164305,1,,,2004.0,,,60,15,,,60,4,,,60,0,,,2,15739,0.25,0.0666666666666666,0.0,0.2830188679245282,4141.3260651817845,76,76,76
TZA,TZ,4797.0,46527.0,46527.0,bulinga,,33.39932,-1.836287,3,ward,mapping,2018.0,,,29,0,0.0,,29,1,0.0,,29,0,0.0,,1,22963,0.0,0.0344827586206896,0.0,0.0325309043591411,0.0,77,77,78
TZA,TZ,4797.0,46527.0,46527.0,bulinga,,33.39932,-1.836287,3,ward,mapping,2018.0,,,29,2,0.0,,29,0,0.0,,29,0,0.0,,1,22962,0.0689655172413793,0.0,0.0,0.0650618087182823,0.0,78,78,77
TZA,TZ,4807.0,46596.0,46596.0,bulolambeshi,59591.0,34.1189,-2.7704599,3,,,2004.0,,,61,11,,,61,0,,,61,0,,,2,15929,0.180327868852459,0.0,0.0,0.1701206309928858,14730.270884240867,79,79,79
TZA,TZ,4797.0,46526.0,46526.0,bumangi,,34.01205,-1.7235933,3,school,mapping,2017.0,11.0,15.0,30,0,0.0,0.0,30,0,0.0,0.0,30,0,0.0,0.0,1,36908,0.0,0.0,0.0,0.0,5708.921308565445,80,80,80
